mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
19	19	73	73	0.0	1/4	1/4	Spanner	4/4	1	1	0													18	6				
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	254									18	6				
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	255									18	6				
19	19	74	74	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	256									18	6				
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	257									18	6				
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	258									18	6				
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	259									18	6				
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	260										6				
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	261										6				
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	262														
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	263														
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	264														
19	19	72	72	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	265									19					
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	266									19					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	267									19					
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	268									19					
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	269									18	6				
20	20	77	77	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	270										6				
20	20	79	79	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p													
20	20	79	79	0.0	3/4	3/4	Spanner	4/4	1	1	0																		
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	271									20					
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	272									20					
20	20	76	76	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	273														
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	274														
20	20	77	77	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	275														
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	276														
20	20	77	77	0.0	1/4	1/4	Spanner	4/4	2	1	0																	4	4
20	20	77	77	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	277													4	4
20	20	79	79	0.0	3/4	3/4	Spanner	4/4	2	1	0																		
20	20	76	76	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	278									19					
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	279														
21	21	80	80	0.0	0	0	StaffText	4/4	1	1	0							poco più mosso						20					
21	21	80	80	0.0	0	0	Spanner	4/4	1	1	0													20			6		
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	280									20			6		
21	21	81	81	0.0	1/4	1/4	Spanner	4/4	1	1	0													20					
21	21	81	81	0.0	1/4	1/4	Spanner	4/4	1	1	0													20	7				
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	281									20	7				
21	21	82	82	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	282														
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	283									21					
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	284									21					
21	21	80	80	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	285														
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	286														
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	287														
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	288									22					
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	289									22					
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	290														
22	22	84	84	0.0	0	0	Spanner	4/4	1	1	0													21			7		
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	291									21, 23			7		
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	292									21			7		
22	22	85	85	0.0	1/4	1/4	Spanner	4/4	1	1	0													21					
22	22	85	85	0.0	1/4	1/4	Spanner	4/4	1	1	0													21	8				
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	293									21, 24	8				
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	294									21	8				
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	295														
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	296									25					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	297									25					
22	22	84	84	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	298														
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	299														
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	300														
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	301									26					
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	302									26					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	303														
23	23	88	88	0.0	0	0	Spanner	4/4	1	1	0															1			
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	304											1			
23	23	177/2	177/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	305		articAccentAbove							27		1			
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	306									27		1			
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	307											1			
23	23	181/2	181/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	308		articAccentAbove							28		1			
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	309									28		1			
23	23	88	88	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	310											1			
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	311											1			
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	312											1			
23	23	91	91	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	313											1			
23	23	88	88	0.0	0	0	Spanner	4/4	2	1	0																	5	5
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	314									29				5	5
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	315									29				5	5
23	23	90	90	0.0	1/2	1/2	Spanner	4/4	2	1	0													29					
23	23	90	90	0.0	1/2	1/2	Spanner	4/4	2	1	0													29				6	6
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	316									29				6	6
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	317									29				6	6
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	318											1			
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	319		articAccentAbove							30		1			
24	24	93	93	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f								30					
24	24	93	93	0.0	1/4	1/4	Spanner	4/4	1	1	0													30					
24	24	93	93	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	320									30					
24	24	93	93	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	321									30					
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	322									30					
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	323									30					
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	324									30					
24	24	189/2	189/2	0.0	5/8	5/8	StaffText	4/4	1	1	0							ritard.						30					
24	24	189/2	189/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													30	9				
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	325									30	9				
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	326									30	9				
24	24	191/2	191/2	0.0	7/8	7/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	327										9				
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	328										9				
24	24	92	92	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	329										9				
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	330										9				
24	24	92	92	0.0	0	0	Spanner	4/4	2	1	0																		
24	24	92	92	0.0	0	0	Spanner	4/4	2	1	0																	7	7
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	331													7	7
24	24	93	93	0.0	1/4	1/4	Spanner	4/4	2	1	0																		
24	24	93	93	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	332									31					
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	333														
25	25	96	96	0.0	0	0	StaffText	4/4	1	1	0							Tempo 1											
25	25	96	96	0.0	0	0	Dynamic	4/4	1	1	0					p													
25	25	96	96	0.0	0	0	Spanner	4/4	1	1	0																		
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	334									32					
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	335									32					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	336									32					
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	337									32					
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	338									32					
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	339									32					
25	25	96	96	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	340														
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	341														
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	342														
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	343														
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	344														
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	345														
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	346														
25	25	96	96	4.0	0	0	Chord	4/4	2	2	1		1	1	347									33					
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	348									32					
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	349									32					
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	350									32					
26	26	102	102	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	351									32					
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	352									32					
26	26	100	100	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	353														
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	354														
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	355														
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	356														
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	357														
26	26	100	100	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	358									33					
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	359									33					
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	360									32					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	361									32					
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	362									32					
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	363									32					
27	27	106	106	0.0	1/2	1/2	Spanner	4/4	1	1	0													32			8		
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	364									32			8		
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	365									32			8		
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	366									32			8		
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	367									32			8		
27	27	104	104	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	368												8		
27	27	105	105	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	369												8		
27	27	106	106	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	370												8		
27	27	107	107	0.0	3/4	3/4	Chord	4/4	1	2	0	acciaccatura	1/8	1	371												8		
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	372												8		
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	373														
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	374														
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	375														
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	376														
28	28	108	108	0.0	0	0	Spanner	4/4	1	1	0													32					
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	377									32					
28	28	109	109	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	378									32					
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	379									32					
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	380														
28	28	108	108	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	381														
28	28	217/2	217/2	0.0	1/8	1/8	Spanner	4/4	1	2	0														10				
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	382										10				
28	28	109	109	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	383										10				
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	384														
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	385														
28	28	108	108	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	386									33					
28	28	109	109	2.0	1/4	1/4	Chord	4/4	2	2	1/2		1/2	1	387									33					
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	388														
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0					pp													
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	389									34					
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	390									34					
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	391									34					
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	392									34					
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	393									34					
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	394									34					
29	29	112	112	0.0	0	0	Spanner	4/4	1	2	0																		
29	29	112	112	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	395														
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	396														
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	397														
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	398														
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	399														
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	400														
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	401														
29	29	112	112	4.0	0	0	Chord	4/4	2	2	1		1	1	402									35					
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	403									34					
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	404									34					
30	30	117	117	0.0	1/4	1/4	Spanner	4/4	1	1	0													34			9		
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	405									34			9		
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	406									34			9		
30	30	118	118	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	407									34			9		
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	408									34			9		
30	30	116	116	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	409												9		
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	410												9		
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	411														
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	412														
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	413														
30	30	116	116	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	414									35					
30	30	117	117	2.0	1/4	1/4	Chord	4/4	2	2	1/2		1/2	1	415									35					
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	416									35					
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	417									34			9		
31	31	241/2	241/2	0.0	1/8	1/8	Spanner	4/4	1	1	0													34					
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	418									34					
31	31	121	121	0.0	1/4	1/4	Spanner	4/4	1	1	0													34	11				
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	419									34	11				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	420									34	11				
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	421									34	11				
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	422									34	11				
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	423									34	11				
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	424									34	11				
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	425										11				
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	426										11				
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	427														
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	428														
31	31	122	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	429														
31	31	120	120	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	430									35					
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	431									35					
31	31	122	122	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	432									35					
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	433									35					
32	32	124	124	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	434									34	11				
32	32	125	125	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	435										11				
32	32	127	127	0.0	3/4	3/4	Spanner	4/4	1	1	0																		
32	32	124	124	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	436														
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	437														
32	32	125	125	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	438														
32	32	124	124	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	439														
32	32	125	125	0.0	1/4	1/4	Spanner	4/4	2	1	0																	8	8
32	32	125	125	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	440													8	8
32	32	127	127	0.0	3/4	3/4	Spanner	4/4	2	1	0																		
32	32	124	124	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	441									35					
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	442														
33	33	128	128	0.0	0	0	Dynamic	4/4	1	1	0					pp													
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	443									36					
33	33	129	129	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	444														
33	33	128	128	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	445														
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	446														
33	33	129	129	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	447														
33	33	128	128	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	448									37					
33	33	129	129	0.0	1/4	1/4	Spanner	4/4	2	1	0																	9	9
33	33	129	129	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	449													9	9
33	33	131	131	0.0	3/4	3/4	Spanner	4/4	2	1	0																		
33	33	128	128	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	450									38					
33	33	130	130	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	451														
34	34	132	132	0.0	0	0	Dynamic	4/4	1	1	0					ppp													
34	34	132	132	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	452		articTenutoBelow												
34	34	134	134	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	453														
34	34	132	132	0.0	0	0	Spanner	4/4	2	1	0																	10	10
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	454		articTenutoBelow											10	10
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	455													10	10
34	34	269/2	269/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																		
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	456		articTenutoBelow												
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	457														
35	35	136	136	0.0	0	0	Spanner	4/4	2	1	0																	11	11
35	35	136	136	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	458		articTenutoBelow											11	11
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	459													11	11
35	35	277/2	277/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																		
