mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
4	4	13	13	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	19														0
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	20														0
4	4	14	14	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	21														0
4	4	29/2	29/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	22														0
4	4	15	15	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	23														0
4	4	31/2	31/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	24														0
4	4	12	12	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	25														
4	4	25/2	25/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	26														
4	4	13	13	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	27														
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	28														
4	4	14	14	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	29														
4	4	29/2	29/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	30														
4	4	15	15	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	31														
4	4	31/2	31/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	32														
5	5	16	16	0.0	0	0	Spanner	2/2	1	1	0																		
5	5	16	16	0.0	0	0	Spanner	2/2	1	1	0																	0	
5	5	16	16	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	33													0	
5	5	17	17	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	34													0	
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	35													0	
5	5	18	18	0.0	1/2	1/2	Spanner	2/2	1	1	0																		
5	5	18	18	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	36														
5	5	19	19	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	37														
5	5	16	16	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	38														
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	39														
5	5	17	17	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	40														
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	41														
5	5	18	18	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	42														
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	43														
5	5	19	19	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	44														
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	45														
5	5	16	16	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	46														
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	47														
5	5	17	17	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	48														
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	49														
5	5	18	18	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	50														
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	51														
5	5	19	19	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	52														
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	53														
6	6	20	20	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	54		articAccentAbove												
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	55														
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	56														
6	6	22	22	0.0	1/2	1/2	Spanner	2/2	1	1	0																		1
6	6	22	22	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	57														1
6	6	23	23	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	58														1
6	6	47/2	47/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	59														1
6	6	20	20	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	60														1
6	6	20	20	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	61														1
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	62														1
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	63														1
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	64														1
6	6	22	22	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	65														1
6	6	45/2	45/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	66														1
6	6	23	23	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	67														1
6	6	47/2	47/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	68														1
6	6	20	20	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	69														
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	70														
6	6	21	21	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	71														
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	72														
6	6	22	22	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	73														
6	6	45/2	45/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	74														
6	6	23	23	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	75														
6	6	47/2	47/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	76														
7	7	24	24	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>poco rit.</i>"											1
7	7	24	24	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	77														1
7	7	25	25	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	78														1
7	7	51/2	51/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																		
7	7	51/2	51/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																	1	
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	79													1	
7	7	26	26	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	80		articTenutoBelow											1	
7	7	24	24	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	81													1	
7	7	49/2	49/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	82													1	
7	7	25	25	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	83													1	
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	84													1	
7	7	24	24	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	85														
7	7	49/2	49/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	86														
7	7	25	25	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	87														
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	88														
7	7	26	26	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	89														
7	7	53/2	53/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	90														
7	7	27	27	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	91														
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	92														
8	8	28	28	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>a tempo</i>"											
8	8	28	28	0.0	0	0	Spanner	2/2	1	1	0																		
8	8	28	28	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	93														
8	8	29	29	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	94														
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	95														
8	8	30	30	0.0	1/2	1/2	Spanner	2/2	1	1	0																		2
8	8	30	30	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16	1/16	1	96														2
8	8	30	30	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16	1/16	1	97														2
8	8	30	30	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	98														2
8	8	61/2	61/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	99														2
8	8	31	31	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	100														2
8	8	63/2	63/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	101														2
8	8	28	28	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	102														2
8	8	57/2	57/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	103														2
8	8	29	29	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	104														2
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	105														2
8	8	30	30	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	106														2
8	8	61/2	61/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	107														2
8	8	31	31	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	108														2
8	8	63/2	63/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	109														2
8	8	28	28	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	110														
8	8	57/2	57/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	111														
8	8	29	29	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	112														
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	113														
8	8	30	30	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	114														
8	8	61/2	61/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	115														
8	8	31	31	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	116														
8	8	63/2	63/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	117														
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	118														2
9	9	33	33	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	119														2
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	120														2
9	9	34	34	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	121														2
9	9	35	35	0.0	3/4	3/4	Spanner	2/2	1	1	0																		
9	9	35	35	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	122														
9	9	32	32	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	123														
9	9	65/2	65/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	124														
9	9	33	33	0.0	1/4	1/4	Chord	2/2	1	2	0	acciaccatura	1/8	1	125														
9	9	33	33	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	126														
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	127														
9	9	34	34	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	128														
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	129														
9	9	35	35	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	130														
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	131														
9	9	32	32	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	132														
9	9	65/2	65/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	133														
9	9	33	33	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	134														
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	135														
9	9	34	34	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	136														
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	137														
9	9	35	35	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	138														
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	139														
10	10	36	36	0.0	0	0	Spanner	2/2	1	1	0																	2	
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	140		articAccentAbove											2	
10	10	37	37	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	141													2	
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	142													2	
10	10	38	38	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	143													2	
10	10	39	39	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	144													2	
10	10	36	36	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	145													2	
10	10	36	36	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	146													2	
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	147													2	
10	10	37	37	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	148													2	
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	149													2	
10	10	38	38	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	150													2	
10	10	77/2	77/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	151													2	
10	10	39	39	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	152													2	
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	153													2	
10	10	36	36	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	154														
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	155														
10	10	37	37	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	156														
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	157														
10	10	38	38	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	158														
10	10	77/2	77/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	159														
10	10	39	39	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	160														
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	161														
11	11	40	40	0.0	0	0	StaffText	2/2	1	1	0							poco ritard.											
11	11	40	40	0.0	0	0	Spanner	2/2	1	1	0																		
11	11	40	40	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	162														
11	11	41	41	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	163														
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	164														
11	11	42	42	0.0	1/2	1/2	Chord	2/2	1	1	0	acciaccatura	1/8	1	165														
11	11	42	42	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	166														
11	11	40	40	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	167														
11	11	40	40	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	168														
11	11	81/2	81/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	169														
11	11	41	41	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	170														
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	171														
11	11	40	40	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	172														
11	11	81/2	81/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	173		articAccentBelow												
11	11	41	41	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	174														
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	175														
11	11	42	42	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	176														
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	177														
11	11	43	43	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	178														
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	179														
12	12	44	44	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>più animato</i>"											
12	12	44	44	0.0	0	0	Dynamic	2/2	1	1	0					mf													
12	12	44	44	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	180														
12	12	45	45	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	181														
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	182														
12	12	46	46	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	183														
12	12	47	47	0.0	3/4	3/4	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc  e stretto</i>"											
12	12	47	47	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	184														
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	185														
12	12	44	44	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	186														
12	12	89/2	89/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	187														
12	12	45	45	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	188														
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	189														
12	12	46	46	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	190														
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	191														
12	12	47	47	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	192														
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	193														
12	12	44	44	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	194														
12	12	89/2	89/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	195														
12	12	45	45	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	196														
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	197														
12	12	46	46	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	198														
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	199														
12	12	47	47	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	200														
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	201														
13	13	48	48	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	202														
13	13	49	49	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	203														
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	204														
13	13	50	50	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	205														
13	13	51	51	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	206														
13	13	48	48	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	207														
13	13	97/2	97/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	208														
13	13	49	49	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	209														
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	210														
13	13	50	50	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	211														
13	13	101/2	101/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	212														
13	13	51	51	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	213														
13	13	103/2	103/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	214														
13	13	48	48	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	215														
13	13	97/2	97/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	216														
13	13	49	49	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	217														
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	218														
13	13	50	50	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	219														
13	13	101/2	101/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	220														
13	13	51	51	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	221														
13	13	103/2	103/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	222														
14	14	52	52	0.0	0	0	Dynamic	2/2	1	1	0					f													
14	14	52	52	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	223														
14	14	53	53	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	224														
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	225														
14	14	54	54	0.0	1/2	1/2	Spanner	2/2	1	1	0																		3
14	14	54	54	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	226									0					3
14	14	109/2	109/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	227														3
14	14	55	55	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	228														3
14	14	111/2	111/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	229														3
14	14	52	52	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	230														3
14	14	52	52	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	231														3
14	14	105/2	105/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	232														3
14	14	53	53	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	233														3
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	234														3
14	14	54	54	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	235														3
14	14	109/2	109/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	236														3
14	14	55	55	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	237														3
14	14	111/2	111/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	238														3
14	14	52	52	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	239														
14	14	105/2	105/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	240														
14	14	53	53	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	241														
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	242														
14	14	54	54	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	243														
14	14	109/2	109/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	244														
14	14	55	55	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	245														
14	14	111/2	111/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	246														
15	15	56	56	0.0	0	0	Spanner	2/2	1	1	0																		
15	15	56	56	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	247														
15	15	57	57	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	248														
15	15	115/2	115/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																	3	
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	249													3	
15	15	58	58	0.0	1/2	1/2	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>rall.</i>"										3	
15	15	58	58	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	250													3	
15	15	56	56	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	251													3	
15	15	56	56	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	252													3	
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	253													3	
15	15	57	57	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	254													3	
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	255													3	
15	15	58	58	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	256													3	
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	257													3	
15	15	59	59	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	258													3	
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	259													3	
15	15	56	56	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	260														
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	261														
15	15	57	57	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	262														
