mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	113								
9	9	69/2	69/2	0.0	5/8	5/8	Spanner	2/2	1	1	0										4		
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	114						4		
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	115						4		
9	9	32	32	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	116								
9	9	33	33	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	117								
9	9	34	34	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	118								
9	9	35	35	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	119								
9	9	32	32	4.0	0	0	Chord	2/2	2	2	1		1	1	120								
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	121						4		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	122						4		
10	10	38	38	0.0	1/2	1/2	Spanner	2/2	1	1	0												
10	10	77/2	77/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	123								
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	124								
10	10	36	36	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	125								
10	10	37	37	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	126								
10	10	38	38	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	127								
11	11	81/2	81/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	128								
11	11	41	41	0.0	1/4	1/4	Spanner	2/2	1	1	0										5		
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	129						5		
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	130						5		
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	131						5		
11	11	40	40	0.0	0	0	Dynamic	2/2	2	1	0					mf							
11	11	40	40	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	132								
11	11	41	41	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	133								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	134								
11	11	42	42	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	135								
11	11	43	43	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	136								
12	12	44	44	0.0	0	0	Spanner	2/2	1	1	0												
12	12	89/2	89/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	137								
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	138								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	139								
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	140								
12	12	44	44	0.0	0	0	Spanner	2/2	2	1	0									2			
12	12	44	44	0.0	0	0	Chord	2/2	2	1	0	acciaccatura	1/8	1	141					2			
12	12	44	44	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	142		articAccentAbove		4	2			
12	12	46	46	0.0	1/2	1/2	Chord	2/2	2	1	0	acciaccatura	1/8	1	143					2			
12	12	46	46	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	144					2			
13	13	97/2	97/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	145								
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	146								
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	2/2	1	1	0										6		
13	13	101/2	101/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	147						6		
13	13	103/2	103/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	148						6		
13	13	48	48	0.0	0	0	Dynamic	2/2	2	1	0					p							
13	13	48	48	0.0	0	0	Spanner	2/2	2	1	0												
13	13	48	48	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	149								
13	13	97/2	97/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	150								
13	13	49	49	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	151								
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	152								
13	13	50	50	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	153								
13	13	101/2	101/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	154								
13	13	51	51	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	155								
13	13	103/2	103/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	156								
13	13	48	48	4.0	0	0	Chord	2/2	2	2	1		1	1	157								
14	14	105/2	105/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	158						6		
14	14	53	53	0.0	1/4	1/4	Spanner	2/2	1	1	0												
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	159								
14	14	109/2	109/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	160								
14	14	111/2	111/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	161								
14	14	52	52	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	162								
14	14	105/2	105/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	163								
14	14	53	53	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	164								
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	165								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	166								
15	15	56	56	0.0	0	0	Dynamic	2/2	1	1	0					mf							
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	167								
15	15	115/2	115/2	0.0	3/8	3/8	Spanner	2/2	1	1	0										7		
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	168						7		
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	169						7		
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	170						7		
15	15	56	56	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	171								
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	172								
15	15	57	57	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	173								
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	174								
15	15	58	58	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	175								
15	15	59	59	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	176								
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	177								
16	16	60	60	0.0	0	0	Spanner	2/2	1	1	0												
16	16	121/2	121/2	0.0	1/8	1/8	Spanner	2/2	1	1	0									3			
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	178					3			
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	179					3			
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	180					3			
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	181					3			
16	16	60	60	0.0	0	0	Chord	2/2	2	1	0	acciaccatura	1/8	1	182								
16	16	60	60	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	183		articAccentAbove		5				
16	16	62	62	0.0	1/2	1/2	Chord	2/2	2	1	0	acciaccatura	1/8	1	184								
16	16	62	62	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	185								
17	17	64	64	0.0	0	0	Dynamic	2/2	1	1	0					p							
17	17	64	64	0.0	0	0	Spanner	2/2	1	1	0												
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	186								
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	187								
17	17	66	66	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	188								
17	17	67	67	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	189								
17	17	129/2	129/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	190								
17	17	131/2	131/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	191								
17	17	133/2	133/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	192								
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	193								
17	17	64	64	4.0	0	0	Chord	2/2	2	1	1		1	1	194								
18	18	68	68	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	195				6				
18	18	137/2	137/2	0.0	1/8	1/8	Spanner	2/2	1	1	0								6		8		
18	18	70	70	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	196						8		
18	18	68	68	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	197						8		
18	18	137/2	137/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	198						8		
18	18	139/2	139/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	199						8		
18	18	141/2	141/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	200						8		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	201						8		
18	18	68	68	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	202								
18	18	69	69	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	203								
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	204								
18	18	70	70	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	205								
18	18	71	71	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	206								
19	19	72	72	0.0	0	0	Spanner	2/2	1	1	0												
19	19	72	72	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	207								
19	19	145/2	145/2	0.0	1/8	1/8	Spanner	2/2	1	1	0									4			
19	19	145/2	145/2	1.0	1/8	1/8	Chord	2/2	1	1	1/4		1/4	1	208					4			
19	19	147/2	147/2	1.0	3/8	3/8	Chord	2/2	1	1	1/4		1/4	1	209					4			
19	19	149/2	149/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4		1/4	1	210					4			
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	211					4			
19	19	72	72	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	212		articAccentAbove		7				
19	19	74	74	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	213								
20	20	76	76	0.0	0	0	Spanner	2/2	1	1	0												
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	214								
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	215								
20	20	78	78	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	216								
20	20	79	79	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	217								
20	20	153/2	153/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	218								
20	20	155/2	155/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	219								
20	20	157/2	157/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	220								
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	221								
20	20	76	76	4.0	0	0	Chord	2/2	2	1	1		1	1	222								
21	21	80	80	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	223		articAccentAbove		8				
21	21	82	82	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	224								
21	21	80	80	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	225								
21	21	161/2	161/2	0.0	1/8	1/8	Spanner	2/2	1	2	0										9		
21	21	161/2	161/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	226						9		
21	21	163/2	163/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	227						9		
21	21	165/2	165/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	228						9		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	229						9		
21	21	80	80	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	230								
21	21	81	81	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	231								
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	232								
21	21	82	82	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	233								
21	21	83	83	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	234								
22	22	84	84	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	235								
22	22	169/2	169/2	0.0	1/8	1/8	Spanner	2/2	1	1	0									5			
22	22	169/2	169/2	1.0	1/8	1/8	Chord	2/2	1	1	1/4		1/4	1	236					5			
22	22	171/2	171/2	1.0	3/8	3/8	Chord	2/2	1	1	1/4		1/4	1	237					5			
22	22	173/2	173/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4		1/4	1	238					5			
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	239					5			
22	22	84	84	0.0	0	0	Spanner	2/2	1	2	0									5			
22	22	84	84	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	240		articAccentAbove		9				
22	22	86	86	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	241								
23	23	88	88	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>cresc.</i>"					
23	23	88	88	0.0	0	0	Spanner	2/2	1	1	0												
23	23	88	88	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	242		articAccentAbove		10				
23	23	89	89	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	243								
23	23	177/2	177/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	244								
23	23	179/2	179/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	245								
23	23	181/2	181/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	246								
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	247								
23	23	88	88	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	248								
23	23	90	90	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	249		articAccentAbove		11				
23	23	91	91	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	250								
24	24	92	92	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	251		articAccentAbove		12				
24	24	93	93	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	252								
24	24	92	92	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	253								
24	24	185/2	185/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	254								
24	24	187/2	187/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	255								
24	24	189/2	189/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	256								
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	257								
